ApplicantID,Age,AnnualIncome,EmploymentType,CreditScore,LoanAmount,LoanTermMonths,NumExistingLoans,HomeOwnership,MaritalStatus,LoanPurpose,DebtToIncomeRatio,LoanDefault
LN6124,48,30452.11,Unemployed,504.0,12823.35,48,2,Rent,Single,Debt Consolidation,0.41,1
LN6125,41,60556.22,Salaried,618.0,7409.42,36,1,Mortgage,Single,Debt Consolidation,0.143,0
LN6126,27,51778.76,Salaried,645.0,21384.76,36,0,Mortgage,Single,Debt Consolidation,0.466,1
LN6127,37,82972.5,Unemployed,768.0,16688.88,12,3,Rent,Single,Debt Consolidation,0.18,0
LN6128,40,36811.44,Self-Employed,482.0,6258.35,48,0,Mortgage,Married,Education,0.166,1
LN6129,61,21304.95,Salaried,687.0,23880.44,48,0,Own,Single,Home Improvement,1.044,0
LN6130,40,69225.07,Salaried,570.0,8210.02,36,2,Mortgage,Single,Medical,0.131,0
LN6131,42,15000.0,Salaried,706.0,6570.27,36,0,Own,Single,Medical,0.426,1
LN6132,48,34004.34,Business Owner,568.0,14078.4,36,0,Rent,Married,Business,0.395,0
LN6133,60,29389.78,Self-Employed,792.0,4653.12,36,1,Mortgage,Married,Medical,0.143,0
LN6134,27,29290.91,Salaried,569.0,19028.67,24,5,Mortgage,Married,Home Improvement,0.653,1
LN6135,21,33707.79,Salaried,428.0,2432.55,60,1,Rent,Single,Medical,0.065,1
LN6136,52,90101.02,Salaried,579.0,7203.93,36,0,Rent,Single,Education,0.102,0
LN6137,33,73885.93,Unemployed,626.0,34374.92,24,0,Rent,Married,Other,0.408,0
LN6138,50,43223.29,Salaried,747.0,8848.51,36,1,Rent,Married,Medical,0.257,0
LN6139,43,86405.94,Self-Employed,537.0,9828.57,48,0,Rent,Single,Debt Consolidation,0.115,1
LN6140,39,28820.77,Salaried,539.0,28686.99,24,2,Rent,Married,Debt Consolidation,0.984,1
LN6141,52,26926.29,Self-Employed,736.0,8302.25,24,1,Mortgage,Single,Other,0.282,0
LN6142,50,75493.24,Unemployed,526.0,21121.84,36,0,Rent,Single,Debt Consolidation,0.313,1
LN6143,49,65501.06,Self-Employed,634.0,27024.87,24,1,Own,Married,Debt Consolidation,0.471,0
LN6144,49,38943.54,Salaried,636.0,17802.93,48,4,Rent,Married,Education,0.473,0
LN6145,50,27785.5,Self-Employed,670.0,5614.24,12,0,Mortgage,Single,Education,0.167,0
LN6146,36,101708.48,Business Owner,583.0,9298.5,48,1,Mortgage,Single,Education,0.115,0
LN6147,60,20742.68,Salaried,567.0,68061.83,12,0,Own,Divorced,Medical,1.48,1
LN6148,39,36344.1,Business Owner,680.0,9953.56,12,0,Mortgage,Married,Other,0.278,0
LN6149,38,54956.01,Self-Employed,569.0,80161.42,48,1,Rent,Divorced,Debt Consolidation,1.48,1
LN6150,21,120702.29,Business Owner,528.0,37248.93,36,0,Rent,Married,Business,0.316,0
LN6151,34,59370.34,Self-Employed,761.0,18241.27,24,2,Rent,Married,Other,0.295,0
LN6152,22,62327.15,Salaried,694.0,15967.98,24,1,Rent,Single,Business,0.215,0
LN6153,48,36875.7,Salaried,809.0,10108.24,36,0,Mortgage,Single,Debt Consolidation,0.282,0
LN6154,50,65136.48,Salaried,721.0,12665.7,36,0,Rent,Married,Home Improvement,0.235,0
LN6155,58,51671.14,Unemployed,536.0,8837.55,60,2,Mortgage,Married,Other,0.138,1
LN6156,24,22153.88,Business Owner,659.0,12859.32,60,2,Rent,Single,Medical,0.633,0
LN6157,21,72872.56,Self-Employed,559.0,5899.86,36,1,Own,Married,Business,0.1,0
LN6158,28,79634.02,Salaried,501.0,5713.22,36,0,Mortgage,Single,Other,0.065,0
LN6159,49,73253.59,Salaried,610.0,29161.64,36,3,Rent,Single,Other,0.355,0
LN6160,59,49844.53,Business Owner,738.0,5077.7,36,2,Rent,Single,Education,0.121,0
LN6161,23,30391.3,Salaried,675.0,22735.5,12,2,Rent,Married,Home Improvement,0.694,0
LN6162,52,15450.68,Salaried,525.0,4287.12,24,3,Rent,Single,Education,0.249,1
LN6163,30,53025.43,Self-Employed,607.0,19492.45,12,2,Own,Single,Home Improvement,0.364,0
LN6164,30,84201.75,Salaried,637.0,11795.22,12,2,Rent,Married,Home Improvement,0.14,0
LN6165,39,80641.3,Salaried,498.0,29519.01,24,3,Rent,Married,Medical,0.453,0
LN6166,54,73720.52,Salaried,714.0,10946.81,36,1,Own,Married,Other,0.165,0
LN6167,53,47235.19,Salaried,629.0,4000.91,48,2,Own,Single,Education,0.085,0
LN6168,43,84434.56,Unemployed,525.0,11934.38,36,0,Own,Married,Education,0.151,0
LN6169,48,77814.33,Salaried,520.0,14702.85,24,1,Rent,Married,Business,0.241,0
LN6170,52,47508.68,Salaried,646.0,12342.62,12,2,Own,Single,Other,0.266,0
LN6171,27,68754.61,Salaried,616.0,18865.02,36,2,Mortgage,Married,Debt Consolidation,0.248,0
LN6172,49,37497.16,Business Owner,757.0,9522.07,24,0,Mortgage,Married,Debt Consolidation,0.325,0
LN6173,28,64216.28,Salaried,791.0,6260.14,36,3,Mortgage,Single,Business,0.125,0
LN6174,21,25602.41,Self-Employed,742.0,7333.52,60,0,Rent,Divorced,Home Improvement,0.255,0
LN6175,23,26606.05,Salaried,602.0,9803.94,12,0,Rent,Married,Business,0.322,0
LN6176,44,83208.4,Salaried,425.0,9753.59,24,0,Mortgage,Divorced,Business,0.118,0
LN6177,43,78337.37,Salaried,678.0,56594.86,36,1,Mortgage,Married,Education,0.596,0
LN6178,28,67292.61,Business Owner,838.0,28369.31,60,1,Mortgage,Single,Business,0.475,0
LN6179,57,51225.07,Business Owner,647.0,20171.49,48,2,Rent,Single,Home Improvement,0.33,0
LN6180,23,15000.0,Salaried,471.0,17458.95,48,1,Mortgage,Married,Debt Consolidation,0.965,1
LN6181,53,47219.49,Salaried,589.0,15992.31,24,0,Mortgage,Divorced,Medical,0.353,0
LN6182,48,61518.4,Unemployed,633.0,16042.56,60,1,Rent,Married,Other,0.334,0
LN6183,28,37520.15,Salaried,551.0,14734.86,12,3,Mortgage,Divorced,Business,0.398,1
LN6184,54,34329.25,Business Owner,419.0,13685.22,12,1,Rent,Single,Other,0.39,1
LN6185,55,100932.8,Salaried,641.0,3808.08,48,2,Mortgage,Married,Business,0.049,0
LN6186,52,47565.14,Unemployed,579.0,10705.61,60,3,Rent,Divorced,Other,0.24,0
LN6187,44,61537.23,Business Owner,810.0,11565.94,12,2,Own,Married,Education,0.186,0
LN6188,34,72190.64,Unemployed,659.0,8523.79,12,1,Mortgage,Divorced,Education,0.117,0
LN6189,52,29711.26,Self-Employed,692.0,9569.55,12,0,Mortgage,Married,Other,0.289,0
LN6190,63,53992.68,Salaried,639.0,16001.69,12,4,Rent,Married,Business,0.313,0
LN6191,36,94828.21,Unemployed,658.0,21174.52,24,0,Rent,Married,Business,0.228,0
LN6192,24,121736.19,Salaried,501.0,15987.17,60,1,Mortgage,Divorced,Home Improvement,0.123,0
LN6193,57,50009.5,Salaried,556.0,20857.45,36,2,Rent,Married,Debt Consolidation,0.367,0
LN6194,41,43522.28,Self-Employed,748.0,21079.68,48,0,Rent,Single,Debt Consolidation,0.463,0
LN6195,34,56078.74,Business Owner,669.0,11160.95,48,3,Rent,Married,Medical,0.21,0
LN6196,51,55371.4,Unemployed,614.0,18309.67,36,1,Rent,Married,Debt Consolidation,0.274,0
LN6197,38,98064.34,Salaried,694.0,4685.26,48,0,Own,Single,Medical,0.042,0
LN6198,27,29786.31,Business Owner,696.0,10608.44,36,1,Rent,Married,Education,0.454,0
LN6199,30,42619.34,Self-Employed,829.0,9886.14,24,0,Mortgage,Single,Medical,0.249,0
LN6200,27,28041.18,Salaried,665.0,33483.1,36,1,Own,Married,Medical,0.993,0
LN6201,53,29553.36,Salaried,554.0,16354.4,36,0,Mortgage,Married,Debt Consolidation,0.634,1
LN6202,43,59176.93,Salaried,640.0,5998.88,48,2,Rent,Married,Business,0.084,0
LN6203,41,73491.79,Salaried,705.0,19086.76,60,1,Rent,Married,Education,0.304,0
LN6204,39,35429.64,Unemployed,740.0,23060.35,36,1,Rent,Single,Home Improvement,0.765,0
LN6205,39,72117.17,Self-Employed,505.0,12659.99,48,1,Rent,Divorced,Medical,0.198,0
LN6206,56,85458.77,Self-Employed,673.0,20214.46,12,1,Rent,Single,Medical,0.276,0
LN6207,49,128972.31,Unemployed,569.0,2988.65,48,1,Own,Single,Other,0.02,0
LN6208,38,50760.48,Salaried,599.0,2644.95,24,0,Mortgage,Divorced,Medical,0.061,0
LN6209,22,35600.6,Business Owner,726.0,6586.64,12,1,Own,Married,Business,0.161,0
LN6210,21,29695.89,Salaried,717.0,14609.45,24,1,Own,Single,Home Improvement,0.477,0
LN6211,25,28257.2,Business Owner,589.0,33499.92,36,2,Own,Divorced,Other,1.48,1
LN6212,40,91572.87,Salaried,636.0,6796.37,12,0,Mortgage,Married,Debt Consolidation,0.078,0
LN6213,31,22981.67,Unemployed,602.0,8004.78,60,3,Rent,Divorced,Education,0.447,1
LN6214,62,90117.91,Salaried,850.0,14089.2,12,1,Rent,Married,Business,0.132,0
LN6215,22,31754.17,Salaried,675.0,9942.85,60,0,Rent,Married,Home Improvement,0.325,0
LN6216,23,34800.84,Business Owner,574.0,9609.29,48,1,Rent,Married,Education,0.23,0
LN6217,43,45443.37,Salaried,769.0,10374.59,24,1,Mortgage,Single,Debt Consolidation,0.255,1
LN6218,32,34481.31,Self-Employed,772.0,29403.62,24,3,Rent,Married,Education,0.716,0
LN6219,40,78119.1,Salaried,811.0,26099.74,48,2,Mortgage,Married,Other,0.297,0
LN6220,25,121378.86,Self-Employed,838.0,13549.18,36,0,Mortgage,Single,Medical,0.104,0
LN6221,57,35287.49,Salaried,714.0,36050.94,36,0,Rent,Single,Medical,1.2,0
LN6222,58,39493.09,Salaried,619.0,18131.7,24,2,Mortgage,Single,Business,0.405,1
LN6223,50,45176.83,Salaried,632.0,26697.8,36,2,Mortgage,Divorced,Education,0.723,0
LN6224,29,64249.45,Salaried,624.0,7971.85,60,1,Mortgage,Married,Medical,0.107,0
LN6225,54,45399.57,Salaried,614.0,9025.36,24,0,Rent,Married,Business,0.163,0
LN6226,64,98088.82,Salaried,762.0,8967.58,36,0,Rent,Divorced,Business,0.091,0
LN6227,55,86969.43,Salaried,650.0,12682.35,24,0,Own,Married,Other,0.188,0
LN6228,42,27099.45,Salaried,737.0,13848.72,48,0,Rent,Divorced,Business,0.437,0
LN6229,64,63607.34,Self-Employed,711.0,16228.21,48,1,Own,Single,Debt Consolidation,0.217,0
LN6230,44,104837.79,Business Owner,551.0,43645.83,24,0,Mortgage,Single,Medical,0.489,0
LN6231,37,38277.19,Salaried,495.0,20594.24,12,0,Own,Married,Medical,0.514,1
LN6232,30,42313.76,Self-Employed,539.0,9809.68,12,2,Rent,Married,Home Improvement,0.269,0
LN6233,50,37645.98,Self-Employed,612.0,13333.51,36,0,Own,Divorced,Debt Consolidation,0.319,0
LN6234,43,38042.61,Salaried,662.0,32957.21,36,1,Mortgage,Married,Medical,0.892,1
LN6235,52,21285.35,Self-Employed,592.0,21356.85,60,0,Mortgage,Single,Other,0.936,1
LN6236,37,25231.35,Salaried,713.0,32698.0,36,5,Own,Married,Medical,1.329,0
LN6237,37,50956.97,Salaried,603.0,10000.5,24,1,Rent,Married,Home Improvement,0.232,0
LN6238,34,104485.02,Salaried,673.0,8716.76,48,1,Own,Single,Education,0.099,0
LN6239,29,36073.71,Self-Employed,661.0,8793.54,36,1,Own,Married,Education,0.258,0
LN6240,60,35547.37,Self-Employed,806.0,10496.62,36,1,Mortgage,Divorced,Debt Consolidation,0.373,0
LN6241,22,114778.62,Salaried,562.0,7058.8,12,1,Mortgage,Married,Business,0.057,0
LN6242,45,28166.01,Salaried,849.0,15948.43,24,3,Rent,Married,Home Improvement,0.521,0
LN6243,59,21362.2,Unemployed,597.0,16113.82,60,1,Own,Single,Home Improvement,0.835,1
LN6244,29,32394.45,Salaried,529.0,29829.91,36,0,Own,Single,Medical,1.023,0
LN6245,42,35193.19,Salaried,630.0,4646.37,24,2,Mortgage,Married,Other,0.109,0
LN6246,63,20460.95,Unemployed,850.0,7581.93,36,0,Mortgage,Married,Medical,0.409,0
LN6247,24,45980.8,Self-Employed,731.0,21662.72,60,1,Rent,Single,Other,0.465,0
LN6248,46,78764.93,Self-Employed,704.0,14914.42,24,1,Rent,Single,Home Improvement,0.222,0
LN6249,49,25771.45,Business Owner,722.0,13723.73,36,1,Rent,Divorced,Business,0.641,0
LN6250,54,51215.07,Business Owner,646.0,28518.61,60,0,Mortgage,Married,Education,0.599,0
LN6251,43,59752.59,Salaried,679.0,7288.31,24,2,Rent,Married,Debt Consolidation,0.098,0
LN6252,57,47019.04,Salaried,650.0,8627.95,48,0,Rent,Single,Other,0.205,0
LN6253,31,53790.19,Salaried,813.0,8039.26,36,0,Mortgage,Single,Education,0.176,0
LN6254,26,50438.32,Unemployed,640.0,3992.83,36,2,Rent,Single,Debt Consolidation,0.068,1
LN6255,38,32651.17,Self-Employed,616.0,14467.94,24,3,Rent,Married,Business,0.457,0
LN6256,41,103703.51,Salaried,545.0,9762.35,24,0,Mortgage,Single,Home Improvement,0.121,0
LN6257,62,91480.25,Business Owner,663.0,8606.38,36,0,Mortgage,Married,Business,0.089,0
LN6258,56,88872.29,Salaried,676.0,7722.9,24,3,Rent,Divorced,Other,0.079,0
LN6259,61,81376.18,Salaried,542.0,13218.23,36,0,Own,Single,Home Improvement,0.147,0
LN6260,58,22303.75,Salaried,691.0,8274.02,24,0,Rent,Married,Medical,0.4,0
LN6261,54,77888.31,Salaried,671.0,15259.24,12,1,Rent,Married,Debt Consolidation,0.25,0
LN6262,37,68036.58,Business Owner,741.0,17597.43,60,0,Rent,Divorced,Medical,0.286,0
LN6263,57,22736.76,Salaried,759.0,11195.35,36,1,Mortgage,Divorced,Home Improvement,0.469,0
LN6264,45,44026.4,Business Owner,658.0,10748.48,60,1,Own,Single,Debt Consolidation,0.273,0
LN6265,58,56297.01,Self-Employed,557.0,14932.49,12,3,Own,Single,Debt Consolidation,0.295,0
LN6266,32,112663.25,Salaried,575.0,13130.46,36,4,Rent,Married,Medical,0.128,0
LN6267,43,70429.11,Unemployed,809.0,29676.05,24,1,Rent,Married,Debt Consolidation,0.371,0
LN6268,62,31815.76,Salaried,665.0,16170.75,48,3,Rent,Single,Home Improvement,0.568,0
LN6269,42,114427.22,Salaried,807.0,25779.93,48,1,Own,Married,Other,0.229,0
LN6270,41,50105.69,Salaried,695.0,19270.04,12,1,Rent,Married,Other,0.311,0
LN6271,47,43134.54,Business Owner,718.0,6056.87,60,1,Rent,Single,Home Improvement,0.15,0
LN6272,51,41624.36,Salaried,734.0,9557.11,24,0,Mortgage,Divorced,Medical,0.297,0
LN6273,26,21768.57,Salaried,540.0,12979.7,36,2,Mortgage,Single,Business,0.581,1
LN6274,47,46402.81,Salaried,678.0,22495.41,60,1,Rent,Married,Home Improvement,0.622,0
LN6275,60,62864.86,Salaried,539.0,42475.72,48,2,Rent,Married,Other,0.573,1
LN6276,54,40429.23,Business Owner,624.0,9991.72,60,1,Rent,Single,Home Improvement,0.288,0
LN6277,32,60489.57,Salaried,708.0,13810.07,24,3,Own,Married,Debt Consolidation,0.196,0
LN6278,27,31818.54,Salaried,558.0,21589.16,12,1,Mortgage,Married,Debt Consolidation,0.636,0
LN6279,30,45685.49,Salaried,700.0,12904.14,24,2,Rent,Divorced,Home Improvement,0.307,0
LN6280,37,57427.02,Salaried,515.0,35827.04,36,1,Rent,Single,Medical,0.684,1
LN6281,46,53897.02,Unemployed,753.0,5951.08,48,0,Rent,Married,Business,0.131,0
LN6282,41,21966.36,Salaried,590.0,20066.6,24,0,Rent,Married,Debt Consolidation,1.012,1
LN6283,48,39359.67,Unemployed,558.0,19948.87,36,0,Mortgage,Married,Other,0.556,1
LN6284,22,113406.21,Salaried,521.0,26668.1,24,0,Rent,Divorced,Debt Consolidation,0.295,0
LN6285,63,38321.91,Salaried,598.0,13866.5,24,1,Mortgage,Single,Other,0.371,0
LN6286,21,49409.79,Business Owner,478.0,22809.05,36,0,Mortgage,Single,Business,0.421,1
LN6287,56,46939.84,Salaried,601.0,11504.76,36,1,Mortgage,Married,Debt Consolidation,0.216,0
LN6288,46,107379.0,Self-Employed,749.0,8259.88,48,1,Rent,Single,Medical,0.077,0
LN6289,49,93450.21,Unemployed,633.0,7567.96,24,2,Rent,Divorced,Other,0.094,0
LN6290,41,73406.33,Salaried,544.0,5626.03,48,2,Mortgage,Married,Debt Consolidation,0.063,0
LN6291,31,30133.08,Salaried,670.0,10251.56,12,0,Own,Married,Debt Consolidation,0.294,0
LN6292,60,58664.59,Self-Employed,662.0,16105.13,24,1,Rent,Married,Home Improvement,0.234,0
LN6293,31,65118.95,Salaried,826.0,11791.34,36,1,Rent,Married,Medical,0.198,0
LN6294,56,34568.48,Salaried,721.0,15044.68,48,0,Rent,Married,Medical,0.401,0
LN6295,59,31721.23,Salaried,678.0,28027.11,24,1,Mortgage,Single,Home Improvement,0.78,0
LN6296,60,47508.68,Salaried,731.0,9793.83,24,0,Own,Single,Other,0.093,0
LN6297,55,42175.65,Business Owner,638.0,54403.18,36,0,Mortgage,Single,Education,1.48,0
LN6298,54,109917.83,Salaried,643.0,21018.24,24,0,Own,Married,Business,0.185,0
LN6299,44,80704.28,Salaried,799.0,11870.89,48,0,Mortgage,Married,Medical,0.16,0
LN6300,42,60110.41,Self-Employed,503.0,11710.47,48,1,Own,Single,Education,0.165,0
LN6301,25,61467.61,Salaried,737.0,7296.3,12,0,Own,Married,Other,0.15,1
LN6302,53,24337.9,Salaried,640.0,13155.17,36,0,Own,Single,Business,0.523,0
LN6303,56,54360.19,Business Owner,624.0,3652.04,48,3,Rent,Divorced,Medical,0.087,0
LN6304,40,99559.45,Salaried,600.0,28380.56,24,2,Mortgage,Single,Debt Consolidation,0.368,0
LN6305,39,68917.8,Business Owner,664.0,2465.21,36,5,Mortgage,Divorced,Medical,0.043,0
LN6306,55,52953.44,Business Owner,646.0,13698.62,12,1,Rent,Married,Business,0.21,0
LN6307,63,115377.96,Salaried,613.0,6725.13,36,1,Rent,Married,Education,0.062,0
LN6308,37,44688.86,Salaried,587.0,8771.76,24,1,Rent,Single,Debt Consolidation,0.166,0
LN6309,63,35962.15,Salaried,479.0,9477.81,48,1,Rent,Divorced,Business,0.329,0
LN6310,54,52940.08,Salaried,646.0,42420.02,24,1,Rent,Single,Other,0.957,0
LN6311,29,71914.54,Business Owner,604.0,6891.54,24,0,Rent,Married,Business,0.123,0
LN6312,46,20766.64,Business Owner,664.0,23122.37,48,1,Rent,Divorced,Medical,1.229,1
LN6313,22,56524.78,Salaried,827.0,26802.25,12,1,Rent,Divorced,Other,0.503,0
LN6314,29,73509.69,Self-Employed,595.0,3284.41,24,0,Mortgage,Married,Home Improvement,0.047,0
LN6315,29,42837.93,Unemployed,558.0,9235.3,24,2,Mortgage,Divorced,Home Improvement,0.214,1
LN6316,60,85261.85,Unemployed,586.0,32554.65,24,1,Rent,Married,Debt Consolidation,0.395,0
LN6317,37,67547.97,Salaried,664.0,6070.13,60,0,Mortgage,Single,Business,0.1,0
LN6318,21,143013.11,Salaried,703.0,27418.29,48,1,Rent,Married,Education,0.243,0
LN6319,45,33681.32,Salaried,716.0,13217.28,12,2,Own,Single,Debt Consolidation,0.431,0
LN6320,63,74262.02,Unemployed,724.0,12878.85,48,1,Mortgage,Single,Other,0.213,0
LN6321,60,29476.19,Salaried,646.0,13928.54,36,1,Rent,Married,Debt Consolidation,0.582,0
LN6322,62,21857.88,Self-Employed,625.0,16408.31,60,0,Own,Married,Medical,0.795,1
LN6323,45,17716.2,Salaried,835.0,7529.75,24,2,Rent,Single,Other,0.414,0
LN6324,59,64161.72,Salaried,618.0,11427.16,36,1,Rent,Divorced,Education,0.199,0
LN6325,55,53751.34,Salaried,660.0,16686.56,36,2,Rent,Single,Business,0.318,0
LN6326,23,38579.43,Unemployed,767.0,14855.59,36,0,Mortgage,Divorced,Other,0.324,0
LN6327,57,20196.16,Salaried,701.0,16473.95,36,1,Rent,Divorced,Business,0.807,0
LN6328,64,34710.82,Self-Employed,448.0,8680.1,24,1,Rent,Divorced,Business,0.324,1
LN6329,64,49121.23,Salaried,651.0,19523.61,48,1,Rent,Married,Debt Consolidation,0.328,0
LN6330,50,72881.1,Salaried,728.0,14412.99,36,1,Rent,Single,Medical,0.227,0
LN6331,58,48617.17,Salaried,529.0,5174.92,60,3,Rent,Married,Debt Consolidation,0.13,1
LN6332,54,55605.1,Salaried,718.0,9712.58,24,2,Rent,Single,Home Improvement,0.196,0
LN6333,32,40616.67,Salaried,685.0,7806.39,36,0,Rent,Single,Home Improvement,0.209,0
LN6334,39,117549.18,Salaried,757.0,7746.32,60,4,Own,Married,Business,0.076,0
LN6335,57,29462.55,Salaried,588.0,10037.79,36,2,Own,Single,Medical,0.346,1
LN6336,64,34557.53,Salaried,740.0,19304.3,48,2,Mortgage,Divorced,Other,0.472,0
LN6337,37,38323.59,Unemployed,664.0,9172.13,48,2,Mortgage,Divorced,Business,0.307,0
LN6338,30,64302.4,Unemployed,809.0,15291.23,24,1,Rent,Single,Other,0.242,0
LN6339,32,29160.49,Salaried,850.0,13859.1,36,3,Own,Married,Business,0.538,0
LN6340,36,52462.78,Self-Employed,788.0,8371.33,24,0,Rent,Married,Debt Consolidation,0.17,0
LN6341,44,53234.13,Unemployed,693.0,10862.93,36,0,Mortgage,Divorced,Business,0.169,0
LN6342,39,34641.96,Salaried,850.0,22446.94,24,1,Mortgage,Married,Business,0.827,0
LN6343,28,57814.2,Business Owner,704.0,14616.17,48,1,Mortgage,Single,Medical,0.302,0
LN6344,51,29616.68,Unemployed,568.0,18569.89,36,1,Mortgage,Married,Medical,0.548,1
LN6345,41,28042.12,Salaried,646.0,28666.89,36,1,Own,Married,Other,1.32,1
LN6346,37,51523.99,Salaried,719.0,17343.31,24,0,Own,Divorced,Medical,0.393,0
LN6347,43,21378.1,Unemployed,724.0,4219.98,60,1,Rent,Single,Business,0.205,0
LN6348,57,16774.22,Salaried,549.0,15714.81,12,1,Own,Single,Medical,1.036,1
LN6349,36,63985.81,Salaried,552.0,9220.03,12,5,Own,Divorced,Medical,0.123,0
LN6350,26,82824.98,Salaried,619.0,39584.05,24,1,Rent,Divorced,Education,0.516,0
LN6351,28,38816.41,Salaried,698.0,16976.1,60,2,Own,Divorced,Education,0.366,0
LN6352,45,35100.29,Self-Employed,710.0,9335.1,60,2,Mortgage,Married,Home Improvement,0.285,0
LN6353,38,81045.63,Self-Employed,663.0,18767.97,36,2,Own,Married,Debt Consolidation,0.249,0
LN6354,45,27645.85,Unemployed,575.0,14107.68,48,2,Mortgage,Married,Debt Consolidation,0.631,1
LN6355,32,24792.93,Salaried,806.0,4765.82,24,1,Rent,Single,Medical,0.223,0
LN6356,35,69829.95,Salaried,554.0,22422.86,60,2,Own,Married,Home Improvement,0.297,0
LN6357,46,49242.83,Salaried,767.0,10474.26,12,0,Rent,Single,Home Improvement,0.265,0
LN6358,61,83486.35,Salaried,716.0,31331.24,12,1,Rent,Single,Other,0.408,0
LN6359,46,16812.32,Salaried,765.0,12398.63,12,2,Own,Divorced,Education,0.814,0
LN6360,52,24334.81,Unemployed,610.0,31684.28,36,1,Rent,Single,Home Improvement,1.152,1
LN6361,30,49373.35,Business Owner,637.0,17239.16,48,3,Mortgage,Divorced,Business,0.429,0
LN6362,36,60405.59,Salaried,655.0,23967.98,24,4,Own,Single,Other,0.502,0
LN6363,27,74869.25,Self-Employed,607.0,9945.83,60,2,Own,Single,Medical,0.158,0
LN6364,37,53498.5,Salaried,670.0,16511.36,36,1,Mortgage,Married,Business,0.392,0
LN6365,43,53227.35,Salaried,792.0,4742.21,24,0,Rent,Married,Debt Consolidation,0.085,0
LN6366,46,40348.09,Self-Employed,533.0,12379.26,36,0,Mortgage,Married,Education,0.378,1
LN6367,41,108602.8,Salaried,646.0,5482.31,36,0,Rent,Divorced,Business,0.053,0
LN6368,42,28239.82,Unemployed,581.0,6729.21,48,1,Rent,Single,Medical,0.21,0
LN6369,27,58659.81,Self-Employed,642.0,7828.43,36,0,Mortgage,Divorced,Business,0.151,0
LN6370,34,29914.41,Salaried,638.0,19855.82,36,0,Rent,Single,Business,0.758,0
LN6371,35,64048.08,Business Owner,720.0,12229.23,24,0,Rent,Divorced,Home Improvement,0.18,0
LN6372,27,29187.37,Salaried,653.0,13614.03,36,0,Own,Married,Education,0.38,0
LN6373,29,71104.64,Salaried,677.0,12031.07,60,4,Mortgage,Married,Debt Consolidation,0.152,0
LN6374,28,51847.01,Salaried,686.0,25551.01,12,0,Mortgage,Married,Medical,0.493,0
LN6375,43,117280.01,Salaried,672.0,13392.17,48,0,Mortgage,Single,Other,0.101,0
LN6376,49,42594.92,Business Owner,713.0,15510.96,36,1,Mortgage,Divorced,Other,0.327,1
LN6377,38,60626.24,Salaried,639.0,9488.62,24,1,Mortgage,Single,Medical,0.156,1
LN6378,51,33195.57,Business Owner,798.0,26626.06,60,0,Rent,Single,Debt Consolidation,1.027,0
LN6379,50,42448.78,Self-Employed,850.0,27851.26,36,5,Rent,Married,Medical,0.776,0
LN6380,59,51682.51,Salaried,714.0,13067.28,24,1,Mortgage,Single,Home Improvement,0.243,0
LN6381,55,22842.77,Business Owner,671.0,9409.01,24,2,Own,Single,Other,0.525,0
LN6382,38,24129.44,Salaried,706.0,5066.54,24,3,Mortgage,Married,Other,0.236,1
LN6383,62,66166.51,Salaried,551.0,7933.44,48,2,Mortgage,Married,Business,0.123,0
LN6384,59,45567.8,Salaried,666.0,3640.03,36,0,Mortgage,Single,Home Improvement,0.083,0
LN6385,37,36444.17,Salaried,584.0,7735.8,60,1,Rent,Married,Other,0.213,0
LN6386,34,33911.41,Salaried,696.0,16550.67,24,1,Mortgage,Married,Home Improvement,0.447,0
LN6387,51,34570.49,Self-Employed,585.0,12961.78,12,2,Own,Divorced,Home Improvement,0.372,0
LN6388,44,51858.56,Salaried,619.0,53850.14,12,0,Mortgage,Divorced,Debt Consolidation,1.105,0
LN6389,55,61237.68,Salaried,482.0,10693.23,36,1,Rent,Married,Other,0.186,1
LN6390,64,17222.06,Unemployed,544.0,10203.86,60,2,Rent,Married,Education,0.7,1
LN6391,54,99351.27,Self-Employed,682.0,25277.29,36,2,Mortgage,Married,Debt Consolidation,0.249,0
LN6392,23,95879.78,Business Owner,572.0,4204.2,24,0,Own,Single,Debt Consolidation,0.051,0
LN6393,57,15285.69,Salaried,646.0,5491.41,48,0,Mortgage,Married,Home Improvement,0.391,0
LN6394,63,84369.68,Self-Employed,564.0,19896.61,48,2,Mortgage,Divorced,Education,0.302,0
LN6395,60,83084.17,Business Owner,691.0,11881.59,12,1,Rent,Married,Debt Consolidation,0.142,0
LN6396,46,49031.72,Self-Employed,581.0,12046.17,48,2,Rent,Single,Education,0.307,0
LN6397,43,25627.36,Self-Employed,685.0,7613.74,24,2,Rent,Married,Other,0.36,0
LN6398,64,81439.37,Salaried,512.0,15426.81,12,2,Mortgage,Married,Home Improvement,0.212,0
LN6399,59,43450.8,Salaried,609.0,8227.08,24,0,Mortgage,Married,Debt Consolidation,0.213,1
LN6400,35,64501.22,Salaried,574.0,13955.74,36,1,Rent,Married,Education,0.182,0
LN6401,24,148687.29,Salaried,729.0,6666.9,36,2,Mortgage,Married,Medical,0.057,0
LN6402,49,55598.88,Business Owner,692.0,11974.82,24,1,Rent,Single,Debt Consolidation,0.184,0
LN6403,42,30994.27,Salaried,539.0,45022.67,24,3,Mortgage,Divorced,Debt Consolidation,1.48,1
LN6404,45,41445.5,Unemployed,632.0,10353.07,48,2,Own,Married,Debt Consolidation,0.241,1
