StudentID,Gender,ParentalEducation,LunchType,TestPrepCourse,StudyHoursWeekly,AttendanceRate,ExtracurricularActivity,SleepHours,MathScore,ReadingScore,WritingScore,AverageScore
STU3988,Female,Associate's Degree,Free/Reduced,Completed,2.0,82.7,No,4.9,69.8,68.4,71.6,69.9
STU3989,Female,Bachelor's Degree,Free/Reduced,Not Completed,5.0,76.9,Yes,7.7,88.5,86.3,80.1,85.0
STU3990,Female,Bachelor's Degree,Free/Reduced,Completed,2.9,89.8,No,7.4,70.8,66.5,61.5,66.3
STU3991,Female,Master's Degree,Free/Reduced,Completed,19.6,74.7,No,7.4,94.7,88.1,95.6,92.8
STU3992,Female,High School,Standard,Not Completed,13.2,51.4,Yes,8.3,79.3,69.3,72.6,73.7
STU3993,Female,High School,Standard,Completed,3.7,95.3,No,7.1,92.0,94.7,94.3,93.7
STU3994,Female,Bachelor's Degree,Standard,Not Completed,4.8,72.3,No,4.1,53.2,62.2,60.8,58.7
STU3995,Male,Associate's Degree,Standard,Not Completed,8.3,59.1,No,7.5,88.6,85.9,91.4,88.6
STU3996,Male,High School,Standard,Completed,14.2,84.2,Yes,7.4,92.7,97.0,95.1,94.9
STU3997,Female,High School,Standard,Completed,10.7,64.1,Yes,6.7,70.0,74.3,72.8,72.4
STU3998,Female,High School,Free/Reduced,Not Completed,10.1,94.1,No,6.0,93.3,100.0,95.4,96.2
STU3999,Male,Bachelor's Degree,Standard,Completed,9.0,79.0,Yes,6.6,91.8,90.6,86.7,89.7
STU4000,Female,High School,Free/Reduced,Not Completed,3.8,94.0,Yes,8.7,75.6,86.8,71.7,78.0
STU4001,Male,High School,Free/Reduced,Not Completed,8.4,59.9,No,5.9,72.8,79.7,71.1,74.5
STU4002,Male,High School,Free/Reduced,Not Completed,7.8,78.3,Yes,4.9,66.4,72.3,66.2,68.3
STU4003,Male,Associate's Degree,Free/Reduced,Completed,2.9,89.6,No,5.2,85.4,92.8,82.2,86.8
STU4004,Male,High School,Standard,Completed,19.3,82.4,Yes,7.0,100.0,100.0,100.0,100.0
STU4005,Male,Associate's Degree,Free/Reduced,Completed,5.4,64.2,Yes,9.0,68.6,69.1,71.5,69.7
STU4006,Female,High School,Free/Reduced,Completed,3.0,85.2,No,9.6,94.1,87.8,88.2,90.0
STU4007,Male,Bachelor's Degree,Standard,Not Completed,6.0,91.9,No,7.8,74.4,81.7,73.7,76.6
STU4008,Female,High School,Standard,Not Completed,6.8,66.4,No,5.8,75.1,68.7,64.7,69.5
STU4009,Female,Associate's Degree,Free/Reduced,Completed,7.7,79.6,No,5.9,65.1,75.6,61.2,67.3
STU4010,Male,Bachelor's Degree,Standard,Completed,6.7,67.6,No,8.1,89.5,94.8,96.5,93.6
STU4011,Male,Bachelor's Degree,Standard,Completed,7.9,87.4,Yes,8.6,91.6,84.6,79.7,85.3
STU4012,Female,Associate's Degree,Free/Reduced,Not Completed,8.8,86.2,Yes,6.2,63.2,70.3,76.0,69.8
STU4013,Male,High School,Standard,Completed,8.5,82.9,Yes,8.7,93.4,98.7,92.4,94.8
STU4014,Male,High School,Standard,Not Completed,10.1,85.8,No,6.7,92.4,96.1,82.6,90.4
STU4015,Female,Bachelor's Degree,Free/Reduced,Completed,10.4,76.6,Yes,7.9,98.2,100.0,100.0,99.4
STU4016,Female,Master's Degree,Standard,Not Completed,10.6,73.7,Yes,8.4,80.6,82.0,76.9,79.8
STU4017,Male,Bachelor's Degree,Standard,Not Completed,12.1,87.3,No,5.2,100.0,100.0,94.2,98.1
STU4018,Female,Associate's Degree,Standard,Completed,5.1,74.4,Yes,7.5,80.7,84.5,82.1,82.4
STU4019,Male,Bachelor's Degree,Standard,Completed,5.2,90.1,Yes,8.7,100.0,100.0,98.6,99.5
STU4020,Male,Associate's Degree,Free/Reduced,Not Completed,14.2,91.6,No,6.3,99.5,90.8,92.4,94.2
STU4021,Male,High School,Standard,Completed,6.2,85.9,Yes,5.7,86.3,79.9,77.8,81.3
STU4022,Female,Associate's Degree,Standard,Not Completed,7.4,82.0,No,7.6,83.6,78.5,76.6,79.6
STU4023,Female,Master's Degree,Standard,Not Completed,7.0,63.3,No,7.2,85.3,84.0,87.2,85.5
STU4024,Female,High School,Standard,Not Completed,25.1,61.1,Yes,6.6,87.3,92.3,94.3,91.3
STU4025,Female,Bachelor's Degree,Free/Reduced,Not Completed,4.5,81.5,No,7.0,65.3,75.8,59.0,66.7
STU4026,Female,High School,Free/Reduced,Completed,4.5,75.1,Yes,5.0,69.4,65.7,67.1,67.4
STU4027,Male,Associate's Degree,Standard,Completed,7.9,92.2,No,7.5,100.0,93.7,100.0,97.9
STU4028,Male,High School,Standard,Not Completed,7.1,94.4,No,8.9,70.7,71.4,72.1,71.4
STU4029,Male,Associate's Degree,Standard,Completed,3.6,97.9,No,6.1,96.0,95.4,87.5,93.0
STU4030,Male,Bachelor's Degree,Standard,Not Completed,7.6,95.4,No,6.0,95.3,83.9,92.3,90.5
STU4031,Female,High School,Free/Reduced,Completed,8.1,58.8,Yes,7.2,80.9,87.5,85.3,84.6
STU4032,Male,Bachelor's Degree,Standard,Completed,5.8,71.1,Yes,10.0,95.9,91.5,84.6,90.7
STU4033,Female,Bachelor's Degree,Standard,Not Completed,7.3,91.8,No,8.3,95.1,100.0,90.7,95.3
STU4034,Male,Master's Degree,Standard,Completed,4.8,67.3,Yes,6.9,87.7,82.8,86.9,85.8
STU4035,Female,High School,Free/Reduced,Not Completed,3.6,79.0,Yes,7.0,69.4,66.0,60.6,65.3
STU4036,Female,Associate's Degree,Free/Reduced,Not Completed,6.1,79.1,Yes,8.4,82.2,82.6,82.5,82.4
STU4037,Male,High School,Standard,Not Completed,4.0,72.3,No,5.9,54.2,66.5,68.9,63.2
STU4038,Male,Master's Degree,Free/Reduced,Not Completed,3.2,85.1,Yes,7.7,68.4,64.8,72.2,68.5
STU4039,Male,Master's Degree,Standard,Not Completed,1.9,74.3,No,5.7,72.6,72.8,68.7,71.4
STU4040,Male,Associate's Degree,Standard,Not Completed,9.1,69.3,Yes,8.1,83.1,77.7,79.1,80.0
STU4041,Female,Bachelor's Degree,Free/Reduced,Completed,6.0,56.4,Yes,6.6,84.4,100.0,94.3,92.9
STU4042,Male,Associate's Degree,Free/Reduced,Not Completed,14.3,82.5,No,7.2,76.4,83.1,78.5,79.3
STU4043,Male,Associate's Degree,Free/Reduced,Not Completed,6.3,87.1,Yes,6.6,86.2,95.4,86.9,89.5
STU4044,Female,High School,Standard,Not Completed,9.1,43.3,No,7.8,75.9,81.8,65.6,74.4
STU4045,Male,Bachelor's Degree,Standard,Not Completed,5.3,73.0,Yes,6.8,70.4,67.1,75.4,71.0
STU4046,Male,High School,Free/Reduced,Completed,7.8,88.7,Yes,9.6,91.9,91.7,85.9,89.8
STU4047,Male,Bachelor's Degree,Standard,Not Completed,1.9,65.1,Yes,8.7,76.3,69.8,72.4,72.8
STU4048,Male,Bachelor's Degree,Standard,Not Completed,6.1,90.6,No,5.4,86.2,84.0,79.1,83.1
STU4049,Male,Bachelor's Degree,Standard,Completed,4.5,90.3,No,7.2,76.4,72.3,68.7,72.5
STU4050,Female,High School,Free/Reduced,Not Completed,13.4,88.6,No,7.9,74.1,67.7,68.6,70.1
STU4051,Male,High School,Standard,Not Completed,8.8,89.6,Yes,6.5,80.5,91.3,78.7,83.5
STU4052,Male,High School,Standard,Not Completed,12.4,81.1,No,8.5,90.4,98.7,98.4,95.8
STU4053,Male,Associate's Degree,Free/Reduced,Not Completed,15.1,90.3,No,8.3,95.9,98.8,96.5,97.1
STU4054,Male,High School,Standard,Not Completed,5.8,60.4,No,6.9,70.2,75.1,60.8,68.7
STU4055,Male,Master's Degree,Standard,Completed,8.5,85.8,No,8.2,100.0,93.7,98.6,97.4
STU4056,Female,Associate's Degree,Standard,Not Completed,3.8,76.1,No,4.1,78.1,82.9,73.4,78.1
STU4057,Male,High School,Standard,Completed,9.9,67.4,Yes,8.6,68.2,74.6,78.2,73.7
STU4058,Female,Associate's Degree,Standard,Not Completed,10.7,55.6,No,8.1,85.6,94.2,83.1,87.6
STU4059,Female,Associate's Degree,Standard,Not Completed,9.5,61.0,No,5.7,78.8,82.7,80.1,80.5
STU4060,Male,Associate's Degree,Free/Reduced,Completed,5.8,60.4,No,7.3,78.1,81.6,85.9,81.9
STU4061,Male,Associate's Degree,Standard,Completed,20.3,84.9,Yes,4.6,100.0,100.0,100.0,100.0
STU4062,Male,Master's Degree,Free/Reduced,Not Completed,8.1,81.9,Yes,6.1,91.6,88.7,78.6,86.3
STU4063,Male,Associate's Degree,Standard,Completed,32.7,94.1,Yes,8.3,100.0,100.0,100.0,100.0
STU4064,Female,Master's Degree,Standard,Not Completed,3.8,81.5,Yes,7.0,72.4,89.6,83.1,81.7
STU4065,Male,Bachelor's Degree,Standard,Completed,11.3,90.2,Yes,6.9,79.0,93.5,82.1,84.9
STU4066,Male,High School,Standard,Completed,13.7,71.2,No,7.1,89.9,90.8,87.5,89.4
STU4067,Male,Master's Degree,Free/Reduced,Not Completed,3.9,90.7,No,6.9,73.1,81.9,81.5,78.8
STU4068,Male,High School,Standard,Not Completed,6.8,82.2,No,8.2,71.7,78.4,74.2,74.8
STU4069,Male,Bachelor's Degree,Standard,Not Completed,2.9,73.7,No,6.3,66.0,66.4,70.8,67.7
STU4070,Male,Associate's Degree,Free/Reduced,Completed,15.5,90.9,Yes,7.5,86.3,86.6,88.9,87.3
STU4071,Female,Bachelor's Degree,Free/Reduced,Not Completed,7.5,75.3,No,5.6,66.0,82.1,62.5,70.2
STU4072,Female,Bachelor's Degree,Free/Reduced,Not Completed,4.5,89.2,Yes,7.9,75.5,75.3,75.2,75.3
STU4073,Male,Bachelor's Degree,Standard,Not Completed,13.8,66.9,No,6.6,85.0,91.9,89.2,88.7
STU4074,Male,Bachelor's Degree,Free/Reduced,Not Completed,7.9,96.7,Yes,7.0,76.8,79.4,81.7,79.3
STU4075,Male,High School,Standard,Not Completed,12.7,62.7,Yes,6.6,77.5,76.8,72.4,75.6
STU4076,Female,High School,Standard,Not Completed,10.3,72.4,Yes,6.7,82.3,99.9,90.2,90.8
STU4077,Male,Associate's Degree,Standard,Completed,4.1,74.3,No,5.8,66.9,79.5,73.8,73.4
STU4078,Female,High School,Standard,Not Completed,5.6,46.2,Yes,7.4,76.3,77.5,72.7,75.5
STU4079,Male,Bachelor's Degree,Standard,Completed,4.6,92.4,Yes,7.7,82.6,92.4,90.8,88.6
STU4080,Male,High School,Standard,Not Completed,3.6,72.7,No,5.4,83.2,81.3,89.9,84.8
STU4081,Male,Master's Degree,Free/Reduced,Completed,2.4,52.7,No,6.3,80.9,79.7,80.9,80.5
STU4082,Male,Associate's Degree,Standard,Not Completed,22.6,62.1,Yes,7.0,100.0,100.0,100.0,100.0
STU4083,Female,Bachelor's Degree,Standard,Not Completed,9.4,74.8,No,6.3,79.1,79.6,78.5,79.1
STU4084,Female,High School,Standard,Completed,10.2,89.5,No,6.7,84.1,84.8,78.6,82.5
STU4085,Male,Bachelor's Degree,Free/Reduced,Completed,14.6,89.0,Yes,8.9,84.3,100.0,89.4,91.2
STU4086,Male,Master's Degree,Standard,Completed,5.6,74.2,No,5.8,100.0,100.0,100.0,100.0
STU4087,Female,Associate's Degree,Standard,Not Completed,3.1,80.4,Yes,4.2,70.2,62.9,69.5,67.5
STU4088,Female,Associate's Degree,Free/Reduced,Not Completed,12.1,91.0,No,6.3,71.0,79.9,77.0,76.0
STU4089,Female,Bachelor's Degree,Free/Reduced,Completed,3.4,88.6,No,6.6,90.1,100.0,83.4,91.2
STU4090,Female,High School,Standard,Not Completed,11.9,86.2,No,6.4,83.8,81.7,85.9,83.8
STU4091,Male,Associate's Degree,Free/Reduced,Completed,2.7,85.4,No,7.3,73.4,73.7,72.2,73.1
STU4092,Female,Associate's Degree,Free/Reduced,Not Completed,3.3,82.4,Yes,5.8,69.7,62.9,62.8,65.1
STU4093,Male,High School,Free/Reduced,Not Completed,5.3,84.1,Yes,5.6,59.7,74.9,64.3,66.3
STU4094,Female,Associate's Degree,Standard,Completed,11.7,92.7,No,6.2,93.2,95.5,100.0,96.2
STU4095,Female,High School,Free/Reduced,Not Completed,18.8,96.8,No,6.2,83.8,81.7,95.5,87.0
STU4096,Female,High School,Standard,Completed,10.2,86.9,Yes,9.5,82.9,85.5,79.4,82.6
STU4097,Female,High School,Standard,Completed,5.4,74.9,No,8.9,73.1,78.2,72.6,74.6
STU4098,Female,Master's Degree,Standard,Completed,13.3,84.3,Yes,5.0,64.6,63.2,66.1,64.6
STU4099,Male,Associate's Degree,Standard,Completed,2.7,70.3,Yes,4.7,64.0,64.4,67.7,65.4
STU4100,Male,Master's Degree,Standard,Not Completed,4.3,75.4,No,6.9,79.0,78.1,70.9,76.0
STU4101,Female,Associate's Degree,Free/Reduced,Not Completed,8.4,85.3,Yes,9.3,74.8,86.2,81.0,80.7
STU4102,Female,High School,Standard,Not Completed,12.3,84.5,No,7.8,84.2,79.2,77.8,80.4
STU4103,Male,Associate's Degree,Standard,Completed,7.0,94.7,Yes,7.0,100.0,100.0,100.0,100.0
STU4104,Female,Associate's Degree,Standard,Completed,6.6,93.0,Yes,6.5,84.8,85.7,77.4,82.6
STU4105,Female,High School,Standard,Not Completed,6.8,96.9,No,8.3,66.0,63.9,64.2,64.7
STU4106,Male,Associate's Degree,Free/Reduced,Not Completed,14.6,75.6,No,7.2,87.9,94.8,85.2,89.3
STU4107,Female,High School,Standard,Completed,4.8,83.6,Yes,9.1,89.0,92.1,83.2,88.1
STU4108,Female,Associate's Degree,Standard,Not Completed,4.1,94.4,Yes,5.0,60.0,70.5,60.5,63.7
STU4109,Male,Bachelor's Degree,Standard,Not Completed,6.7,91.4,Yes,7.5,90.2,76.5,75.6,80.8
STU4110,Male,High School,Standard,Not Completed,15.7,87.8,No,6.3,84.5,91.7,92.0,89.4
STU4111,Male,High School,Standard,Not Completed,5.2,69.6,No,7.5,85.6,82.6,77.1,81.8
STU4112,Female,Bachelor's Degree,Free/Reduced,Completed,6.8,88.0,No,7.3,74.1,72.1,65.2,70.5
STU4113,Male,Associate's Degree,Free/Reduced,Completed,2.6,69.0,Yes,7.6,77.1,70.3,77.4,74.9
STU4114,Male,High School,Standard,Not Completed,7.0,90.0,Yes,8.2,92.5,83.4,78.0,84.6
STU4115,Male,Master's Degree,Free/Reduced,Completed,9.1,75.7,No,8.7,100.0,100.0,100.0,100.0
STU4116,Male,High School,Free/Reduced,Not Completed,3.4,56.6,No,9.3,48.5,54.8,51.2,51.5
STU4117,Male,Bachelor's Degree,Free/Reduced,Not Completed,14.6,89.0,No,7.0,95.7,79.5,84.8,86.7
STU4118,Male,Master's Degree,Standard,Completed,9.1,67.2,No,6.3,87.8,95.5,94.3,92.5
STU4119,Female,High School,Standard,Not Completed,5.7,96.5,Yes,5.5,80.7,78.8,73.6,77.7
STU4120,Female,High School,Standard,Completed,9.1,75.3,No,7.5,87.4,78.6,82.1,82.7
STU4121,Male,High School,Free/Reduced,Not Completed,10.6,79.7,No,8.0,74.0,73.0,68.4,71.8
STU4122,Male,High School,Free/Reduced,Not Completed,2.1,92.9,No,5.4,67.4,59.2,79.5,68.7
STU4123,Male,High School,Standard,Not Completed,9.3,70.3,Yes,8.4,77.3,75.7,75.4,76.1
STU4124,Female,Bachelor's Degree,Standard,Not Completed,15.4,59.5,Yes,6.9,98.7,86.4,86.7,90.6
STU4125,Female,High School,Free/Reduced,Not Completed,4.8,88.2,Yes,5.5,60.6,52.7,66.8,60.0
STU4126,Female,Associate's Degree,Free/Reduced,Not Completed,5.8,87.0,No,6.0,65.2,65.1,69.6,66.6
STU4127,Female,Master's Degree,Free/Reduced,Not Completed,6.4,52.8,Yes,5.9,74.9,80.2,81.0,78.7
STU4128,Female,Bachelor's Degree,Free/Reduced,Completed,12.4,83.0,Yes,5.9,100.0,100.0,100.0,100.0
STU4129,Female,Associate's Degree,Standard,Completed,3.9,69.1,No,7.7,98.2,94.9,85.4,92.8
STU4130,Female,High School,Standard,Completed,10.3,83.4,Yes,8.0,79.8,97.8,86.5,88.0
STU4131,Female,Associate's Degree,Free/Reduced,Completed,6.5,92.6,Yes,9.0,88.6,90.5,85.4,88.2
STU4132,Female,Associate's Degree,Standard,Not Completed,19.3,86.5,Yes,6.2,91.7,75.1,84.2,83.7
STU4133,Male,Associate's Degree,Standard,Not Completed,6.7,91.7,Yes,7.4,91.1,75.4,86.4,84.3
STU4134,Male,High School,Free/Reduced,Not Completed,1.3,79.9,Yes,6.2,53.2,55.0,65.7,58.0
STU4135,Male,Bachelor's Degree,Standard,Completed,11.4,67.1,No,7.0,100.0,100.0,97.6,99.2
STU4136,Male,Associate's Degree,Free/Reduced,Not Completed,10.0,77.7,No,5.2,80.9,84.5,85.7,83.7
STU4137,Female,High School,Standard,Completed,8.8,88.9,No,5.7,94.0,100.0,97.4,97.1
STU4138,Female,Associate's Degree,Free/Reduced,Not Completed,15.2,76.4,Yes,8.0,77.8,89.4,83.2,83.5
STU4139,Male,Associate's Degree,Standard,Not Completed,2.4,76.5,No,5.2,76.9,75.9,75.1,76.0
STU4140,Female,Bachelor's Degree,Standard,Completed,4.3,43.9,Yes,7.7,84.7,75.3,80.2,80.1
STU4141,Male,Bachelor's Degree,Standard,Completed,7.8,69.5,Yes,6.2,86.0,92.4,80.7,86.4
STU4142,Female,Bachelor's Degree,Standard,Completed,8.6,64.5,No,4.7,89.1,76.4,78.4,81.3
STU4143,Male,High School,Free/Reduced,Not Completed,7.1,96.5,Yes,4.0,77.7,90.2,84.9,84.3
STU4144,Female,Associate's Degree,Free/Reduced,Not Completed,2.7,95.0,Yes,8.8,73.2,71.1,66.1,70.1
STU4145,Female,Associate's Degree,Standard,Not Completed,5.8,88.9,No,4.7,75.4,78.3,67.7,73.8
STU4146,Male,High School,Standard,Completed,18.6,72.5,No,6.9,71.0,82.0,71.5,74.8
STU4147,Female,High School,Standard,Not Completed,3.7,91.3,Yes,7.4,78.9,75.1,62.8,72.3
STU4148,Male,Bachelor's Degree,Standard,Not Completed,7.7,91.9,Yes,5.4,83.6,84.4,71.1,79.7
STU4149,Male,High School,Free/Reduced,Not Completed,10.3,78.9,Yes,6.3,73.0,72.5,68.7,71.4
STU4150,Male,Associate's Degree,Free/Reduced,Completed,12.2,81.5,No,7.6,84.8,81.3,64.9,77.0
STU4151,Male,High School,Free/Reduced,Completed,11.4,77.6,Yes,7.4,72.5,62.8,69.0,68.1
STU4152,Female,High School,Free/Reduced,Not Completed,5.6,76.6,Yes,6.4,63.5,64.1,65.4,64.3
STU4153,Female,High School,Standard,Completed,4.3,68.0,No,7.3,90.8,100.0,85.7,92.2
STU4154,Female,Master's Degree,Free/Reduced,Completed,19.4,81.0,No,6.9,81.5,94.1,89.9,88.5
STU4155,Male,Bachelor's Degree,Free/Reduced,Completed,12.9,74.9,Yes,5.8,94.3,100.0,89.9,94.7
STU4156,Female,Master's Degree,Free/Reduced,Not Completed,8.1,86.5,Yes,8.4,98.2,86.6,89.7,91.5
STU4157,Male,Associate's Degree,Free/Reduced,Not Completed,16.6,84.5,No,7.2,100.0,100.0,100.0,100.0
STU4158,Female,High School,Standard,Not Completed,2.6,77.6,No,4.8,77.9,69.3,78.8,75.3
STU4159,Female,Associate's Degree,Free/Reduced,Not Completed,3.1,77.1,Yes,7.6,85.1,71.6,82.9,79.9
STU4160,Female,Associate's Degree,Standard,Not Completed,1.4,85.9,Yes,6.3,78.1,68.5,81.2,75.9
STU4161,Male,Bachelor's Degree,Standard,Completed,8.5,69.9,Yes,6.7,92.7,90.7,82.6,88.7
STU4162,Female,High School,Standard,Not Completed,8.8,93.9,Yes,7.0,78.5,86.6,89.1,84.7
STU4163,Female,Associate's Degree,Free/Reduced,Completed,2.9,87.4,No,6.0,81.2,92.2,87.4,86.9
STU4164,Male,High School,Free/Reduced,Not Completed,12.6,89.4,Yes,9.2,88.3,81.6,76.9,82.3
STU4165,Female,High School,Free/Reduced,Completed,1.8,96.7,No,5.2,84.0,69.2,73.7,75.6
STU4166,Male,Bachelor's Degree,Free/Reduced,Completed,9.6,84.9,No,7.1,100.0,100.0,100.0,100.0
STU4167,Female,Associate's Degree,Standard,Completed,10.9,79.5,No,7.5,88.3,81.5,83.4,84.4
STU4168,Male,Associate's Degree,Free/Reduced,Completed,8.5,65.4,Yes,7.0,82.1,83.7,72.7,79.5
STU4169,Male,Associate's Degree,Standard,Completed,2.6,85.0,No,6.8,87.1,76.5,79.9,81.2
STU4170,Female,Associate's Degree,Standard,Completed,15.1,90.5,Yes,6.5,96.8,100.0,96.4,97.7
STU4171,Male,Bachelor's Degree,Standard,Not Completed,5.7,82.4,No,6.0,93.1,84.3,88.7,88.7
STU4172,Male,Bachelor's Degree,Free/Reduced,Not Completed,5.7,81.5,No,6.0,79.7,82.2,80.0,80.6
STU4173,Male,Master's Degree,Free/Reduced,Not Completed,5.0,74.4,Yes,8.4,74.8,80.4,76.2,77.1
STU4174,Male,Bachelor's Degree,Standard,Not Completed,11.6,95.8,Yes,6.5,84.5,87.7,90.6,87.6
STU4175,Male,High School,Standard,Not Completed,5.5,88.9,Yes,9.6,86.0,71.9,73.7,77.2
STU4176,Male,Bachelor's Degree,Free/Reduced,Not Completed,3.5,82.4,No,7.8,71.7,79.9,64.2,71.9
STU4177,Female,Associate's Degree,Standard,Not Completed,13.4,69.1,No,4.0,67.6,68.4,70.0,68.7
STU4178,Male,High School,Free/Reduced,Completed,7.6,92.7,No,8.1,81.8,86.7,93.0,87.2
STU4179,Male,Bachelor's Degree,Free/Reduced,Completed,13.7,77.5,No,6.9,100.0,100.0,100.0,100.0
STU4180,Female,High School,Standard,Not Completed,7.9,65.4,Yes,5.3,73.1,88.6,72.3,78.0
STU4181,Female,Master's Degree,Standard,Not Completed,4.8,87.4,No,8.6,72.8,76.8,66.2,71.9
STU4182,Female,Associate's Degree,Free/Reduced,Not Completed,2.1,79.5,No,6.5,81.8,81.9,82.7,82.1
STU4183,Female,Associate's Degree,Free/Reduced,Completed,8.5,85.8,No,6.4,87.5,88.3,86.4,87.4
STU4184,Female,Bachelor's Degree,Standard,Completed,6.4,35.4,No,7.5,78.8,92.9,96.6,89.4
STU4185,Female,Bachelor's Degree,Free/Reduced,Not Completed,11.9,59.5,No,8.4,74.4,78.5,65.1,72.7
STU4186,Female,Associate's Degree,Standard,Completed,5.4,82.4,No,7.1,82.4,82.8,85.1,83.4
STU4187,Male,Associate's Degree,Standard,Not Completed,9.8,65.1,No,7.1,89.3,94.9,95.0,93.1
STU4188,Male,High School,Free/Reduced,Not Completed,7.7,68.0,No,6.2,68.5,72.5,72.5,71.2
STU4189,Female,Associate's Degree,Free/Reduced,Not Completed,4.5,67.3,No,8.4,66.5,72.0,62.3,66.9
STU4190,Male,High School,Standard,Not Completed,5.6,81.9,No,7.1,63.1,59.7,61.9,61.6
STU4191,Male,Bachelor's Degree,Free/Reduced,Not Completed,3.0,76.8,No,6.7,72.7,72.4,78.9,74.7
STU4192,Male,Associate's Degree,Standard,Not Completed,20.2,73.3,No,6.6,88.8,92.8,87.9,89.8
STU4193,Female,Bachelor's Degree,Standard,Not Completed,9.7,75.5,Yes,8.2,90.1,97.9,88.5,92.2
STU4194,Female,High School,Standard,Not Completed,2.9,70.9,Yes,6.7,67.6,78.5,65.0,70.4
STU4195,Male,High School,Free/Reduced,Completed,19.6,98.5,Yes,8.2,99.6,100.0,99.9,99.8
STU4196,Female,Bachelor's Degree,Standard,Completed,3.7,76.3,No,6.4,85.9,89.4,84.1,86.5
STU4197,Male,High School,Standard,Completed,5.3,86.0,No,7.9,89.1,77.7,78.5,81.8
STU4198,Male,High School,Standard,Not Completed,6.7,78.7,No,7.2,87.6,90.1,86.6,88.1
STU4199,Male,High School,Free/Reduced,Not Completed,7.8,91.4,Yes,5.9,87.6,86.1,82.1,85.3
